stair.thisTrialN,stair.stepSize,stair.intensity,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate
100,0.5,1.5,125.9785306,126.4691011,126.4691011,126.4732923,126.7569281,left,-1.5,1,1,0.618860332,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
101,0.5,1,127.1025092,127.5857638,127.5857638,127.5898457,127.8729507,right,1,1,1,0.719615249,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
102,0.5,1,128.3191897,128.8025032,128.8025032,128.8065356,129.090181,left,-1,1,1,0.577782666,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
103,0.5,1,129.3959306,129.8859098,129.8859098,129.8902352,130.1731322,right,1,1,1,0.625568583,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
104,0.5,1,130.5283081,131.0193591,131.0193591,131.0240631,131.3063675,right,1,1,1,0.676857333,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
105,0.5,1,131.7123752,132.2025963,132.2025963,132.2069006,132.4895448,left,-1,1,1,0.651198832,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
106,0.5,1,132.8691795,133.3526157,133.3526157,133.3566455,133.6399268,left,-1,1,1,0.636313749,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
107,0.5,1,134.0025865,134.4859125,134.4859125,134.4903537,134.7729489,right,1,1,1,0.713959916,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
108,0.5,1,135.2117912,135.7026512,135.7026512,135.7067657,135.9895187,left,-1,1,1,0.562927207,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
109,0.5,1,136.2787001,136.7692235,136.7692235,136.7735641,137.0564433,left,-1,1,1,0.624176124,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
110,0.5,1,137.4115611,137.9027222,137.9027222,137.9068013,138.1897908,right,1,0,0,0.690018916,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
111,0.5,1.5,138.612061,139.1025809,139.1025809,139.1071343,139.389712,left,-1.5,1,1,0.415862915,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
112,0.5,1.5,139.5279488,140.0193562,140.0193562,140.0237066,140.3064602,right,1.5,0,0,0.553912582,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
113,0.5,2,140.585968,141.0693259,141.0693259,141.0734036,141.3564918,left,-2,1,1,0.469001333,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
114,0.5,2,141.552747,142.0398577,142.0398577,142.0398577,142.3362021,right,2,1,1,0.617246291,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
115,0.5,2,142.6780252,143.1694075,143.1694075,143.173687,143.456226,right,2,1,1,0.942821582,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
116,0.5,1.5,144.1282649,144.6194315,144.6194315,144.6236036,144.9061402,left,-1.5,1,1,0.510187916,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
117,0.5,1.5,145.1455058,145.6361232,145.6361232,145.6409895,145.9234286,right,1.5,0,0,0.610796291,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
118,0.5,2,146.2616283,146.7526923,146.7526923,146.7569777,147.0398596,right,2,0,0,0.638498332,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
119,0.5,2.5,147.4134517,147.9027872,147.9027872,147.9070626,148.1905134,left,-2.5,1,1,0.596181333,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
120,0.5,2.5,148.5122397,149.0027941,149.0027941,149.0069335,149.2893565,right,2.5,0,0,0.606924791,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
121,0.5,3,149.6288307,150.1194892,150.1194892,150.1235649,150.4066457,left,-3,1,1,0.625901415,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
122,0.5,3,150.7620513,151.2528525,151.2528525,151.2569999,151.5395508,left,-3,1,1,0.404058583,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
123,0.5,3,151.6695287,152.1573773,152.1573773,152.1573773,152.4562319,left,-3,1,1,0.581248332,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
124,0.5,2.5,152.7528439,153.2362547,153.2362547,153.241173,153.5229726,right,2.5,1,1,0.651771332,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
125,0.5,2.5,153.9029098,154.3862228,154.3862228,154.390434,154.6732335,left,-2.5,1,1,0.609203124,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
126,0.5,2.5,155.0120478,155.5029052,155.5029052,155.5073869,155.7898524,left,-2.5,1,1,0.518103416,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
127,0.5,2,156.0362204,156.5195707,156.5195707,156.5241217,156.806861,right,2,0,0,0.592573458,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
128,0.5,2.5,157.128961,157.6195157,157.6195157,157.6238336,157.9065483,left,-2.5,1,1,0.476515458,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
129,0.5,2.5,158.1130483,158.6028402,158.6028402,158.6071267,158.8897509,left,-2.5,1,1,0.460776874,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
130,0.5,2.5,159.0787157,159.5696252,159.5696252,159.5741475,159.856661,right,2.5,1,1,0.609553832,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
131,0.5,2,160.1954907,160.6863382,160.6863382,160.6905238,160.9734578,right,2,0,0,0.555694874,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
132,0.5,2.5,161.26196,161.7529678,161.7529678,161.7570257,162.0401349,right,2.5,1,1,0.651423749,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
133,0.5,2.5,162.4197392,162.902995,162.902995,162.9071713,163.189838,left,-2.5,1,1,0.493670582,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
134,0.5,2.5,163.4130125,163.9030212,163.9030212,163.9070444,164.1896783,right,2.5,1,1,0.544764957,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
135,0.5,2,164.4614725,164.9422301,164.9422301,164.9569212,165.2402128,left,-2,1,1,0.550403166,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
136,0.5,2,165.5124787,166.0031045,166.0031045,166.007147,166.2899562,left,-2,1,1,0.619322624,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
137,0.5,2,166.6364032,167.1198301,167.1198301,167.1239469,167.4070466,left,-2,1,1,0.587752791,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
138,0.5,1.5,167.7194276,168.2071599,168.2071599,168.2071599,168.5031594,left,-1.5,1,1,0.549910749,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
139,0.5,1.5,168.7694514,169.2574904,169.2574904,169.2574904,169.5531943,right,1.5,1,1,0.661468457,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
140,0.5,1.5,169.92915,170.419809,170.419809,170.4243295,170.706508,left,-1.5,1,1,0.564464249,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
141,0.5,1,170.9955927,171.4864694,171.4864694,171.491069,171.7732308,right,1,1,1,0.70177329,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
142,0.5,1,172.2032007,172.6864154,172.6864154,172.6905672,172.9737156,left,-1,1,1,0.639202457,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
143,0.5,1,173.3452313,173.8365095,173.8365095,173.8413323,174.1237871,left,-1,1,1,0.60851654,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
144,0.5,1,174.4620545,174.9531619,174.9531619,174.9577286,175.2399489,left,-1,1,1,0.568413957,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
145,0.5,1,175.5365378,176.023738,176.023738,176.023738,176.3199787,right,1,0,0,0.604260041,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
146,0.5,1.5,176.6453844,177.1365428,177.1365428,177.1409664,177.4234973,right,1.5,0,0,0.597696749,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
147,0.5,2,177.7465456,178.2365311,178.2365311,178.240617,178.5249294,right,2,1,1,0.654821124,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
148,0.5,2,178.9119648,179.4033071,179.4033071,179.4074847,179.6905474,right,2,1,1,0.601639916,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
149,0.5,2,180.0199087,180.5033196,180.5033196,180.5074015,180.7899445,right,2,1,1,0.474388082,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
150,0.5,1.5,180.9957624,181.4866246,181.4866246,181.4910712,181.7736477,right,1.5,1,1,0.618702957,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
151,0.5,1.5,182.119955,182.6072249,182.6072249,182.6072249,182.903343,left,-1.5,1,1,0.555506791,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
152,0.5,1.5,183.1793481,183.6699127,183.6699127,183.674222,183.9586115,left,-1.5,1,1,0.52238579,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
153,0.5,1,184.2120126,184.703298,184.703298,184.7076146,184.9916705,right,1,0,0,0.502218374,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
154,0.5,1.5,185.2197663,185.7070977,185.7070977,185.7070977,186.0036506,left,-1.5,1,1,0.669556541,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
155,0.5,1.5,186.3964183,186.8868251,186.8868251,186.8909315,187.1747933,left,-1.5,1,1,0.439529874,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
156,0.5,1.5,187.3457879,187.8367244,187.8367244,187.840821,188.1234983,left,-1.5,1,1,0.625887499,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
157,0.5,1,188.4790409,188.9700911,188.9700911,188.9746673,189.2575369,left,-1,1,1,0.605064165,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
158,0.5,1,189.5958577,190.0867515,190.0867515,190.0912283,190.3738295,left,-1,1,1,0.518393165,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
159,0.5,1,190.6201363,191.1034934,191.1034934,191.1082869,191.3900088,right,1,0,0,0.652577249,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
160,0.5,1.5,191.7700371,192.2581002,192.2581002,192.2581002,192.5535039,left,-1.5,1,1,0.497206083,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
161,0.5,1.5,192.7701324,193.2535251,193.2535251,193.2585474,193.5411933,left,-1.5,1,1,0.492376666,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
162,0.5,1.5,193.7623366,194.2534965,194.2534965,194.2576329,194.5408523,left,-1.5,1,1,0.598350874,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
163,0.5,1,194.8622835,195.3534685,195.3534685,195.3576303,195.6400077,right,1,0,0,0.409201041,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
164,0.5,1.5,195.77929,196.2701491,196.2701491,196.2745897,196.5573287,right,1.5,0,0,0.542005332,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
165,0.5,2,196.8290676,197.320204,197.320204,197.3246633,197.6067811,left,-2,1,1,0.415075624,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
166,0.5,2,197.7461223,198.2369171,198.2369171,198.2410889,198.5240948,right,2,1,1,0.75210504,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
167,0.5,2,199.0034858,199.4869084,199.4869084,199.4913835,199.7740511,left,-2,1,1,0.623208624,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
168,0.5,1.5,200.1296376,200.620235,200.620235,200.6248448,200.9068804,left,-1.5,1,1,0.496176124,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
169,0.5,1.5,201.1289986,201.6202475,201.6202475,201.6244318,201.9071013,right,1.5,0,0,0.568419457,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
170,0.5,2,202.2035637,202.691407,202.691407,202.691407,202.9872474,left,-2,1,1,0.576880416,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
171,0.5,2,203.2794134,203.7702655,203.7702655,203.774842,204.057577,left,-2,1,1,0.619216874,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
172,0.5,2,204.4036669,204.8869654,204.8869654,204.8910306,205.1737385,right,2,1,1,1.035727332,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
173,0.5,1.5,205.9369312,206.4203515,206.4203515,206.4255805,206.7080194,left,-1.5,1,1,0.719061874,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
174,0.5,1.5,207.1536535,207.6369735,207.6369735,207.6415816,207.9242345,left,-1.5,1,1,0.629416207,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
175,0.5,1.5,208.2796477,208.7703451,208.7703451,208.7745383,209.0574979,left,-1.5,1,1,0.485667833,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
176,0.5,1,209.2703831,209.7536729,209.7536729,209.7577287,210.0408482,right,1,1,1,1.418835207,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
177,0.5,1,211.1871059,211.6703695,211.6703695,211.6743869,211.9574953,left,-1,1,1,0.558820083,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
178,0.5,1,212.2462138,212.7371209,212.7371209,212.7411677,213.0238524,left,-1,1,1,0.752998666,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
179,0.5,1,213.5036946,213.9871069,213.9871069,213.9912994,214.2743769,left,-1,1,1,0.775270374,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
180,0.5,1,214.7793088,215.2600772,215.2600772,215.2740867,215.5577071,left,-1,1,1,0.696026499,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
181,0.5,1,215.9704364,216.4538517,216.4538517,216.4585267,216.7405105,right,1,0,0,0.426215124,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
182,0.5,1.5,216.8962767,217.3871745,217.3871745,217.3912328,217.6748637,right,1.5,0,0,0.452413416,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
183,0.5,2,217.8538381,218.3409643,218.3409643,218.3409643,218.6372569,left,-2,1,1,0.580940416,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
184,0.5,2,218.9371815,219.425183,219.425183,219.425183,219.7205645,right,2,1,1,0.572709416,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
185,0.5,2,220.012895,220.5037881,220.5037881,220.5085363,220.7911075,left,-2,0,0,0.589627165,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
186,0.5,2.5,221.1125833,221.603827,221.603827,221.6080409,221.8909452,left,-2.5,1,1,0.604816707,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
187,0.5,2.5,222.2296483,222.720599,222.720599,222.7246649,223.0076044,right,2.5,1,1,0.444057666,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
188,0.5,2.5,223.1797737,223.6705757,223.6705757,223.6748608,223.9578343,right,2.5,1,1,0.554396207,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
189,0.5,2,224.2372656,224.7244561,224.7244561,224.7244561,225.0206093,right,2,1,1,0.52884954,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
190,0.5,2,225.2623431,225.7539187,225.7539187,225.7583678,226.0410231,right,2,1,1,0.623910208,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
191,0.5,2,226.395989,226.8874047,226.8874047,226.8914692,227.1740406,right,2,1,1,0.623985458,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
192,0.5,1.5,227.5294977,228.0205301,228.0205301,228.0245774,228.3072253,right,1.5,1,1,0.406277707,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
193,0.5,1.5,228.4467892,228.9372435,228.9372435,228.9413925,229.2243132,right,1.5,1,1,0.43002454,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
194,0.5,1.5,229.3793282,229.8705117,229.8705117,229.8745817,230.1578748,left,-1.5,1,1,0.668357249,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
195,0.5,1,230.5540441,231.0373236,231.0373236,231.0413872,231.3241195,right,1,1,1,0.635756166,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
196,0.5,1,231.6874117,232.1707127,232.1707127,232.1747874,232.4577967,right,1,1,1,0.686221416,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
197,0.5,1,232.8707046,233.3540162,233.3540162,233.3589872,233.6411987,left,-1,1,1,0.651499041,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
198,0.5,1,234.0207543,234.5040773,234.5040773,234.5082828,234.7911732,right,1,1,1,0.728715916,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None
199,0.5,1,235.2465391,235.7374791,235.7374791,235.741602,236.0242534,right,1,1,1,0.477973166,650183,1,2023-09-15_20h01.36.078,Tutorial1,2023.1.3,None